"t1" "t2" "ageFrom" "ageTo" "obs" "fleet"
"695" 2001.25 2001.5 3 3 99.84 1
"890" 2001.25 2001.5 4 4 0 1
"111" 2001.5 2001.75 0 0 31.55 1
"1034" 2001.5 2001.75 0 0 0 2
"1815" 2001.5 2001.75 0 0 2243 4
"2020" 2001.5 2001.75 0 0 759 5
"2225" 2001.5 2001.75 0 0 0 6
"306" 2001.5 2001.75 1 1 121.63 1
"1157" 2001.5 2001.75 1 1 64.98 2
"1856" 2001.5 2001.75 1 1 1434 4
"2061" 2001.5 2001.75 1 1 727 5
"2265" 2001.5 2001.75 1 1 0 6
"501" 2001.5 2001.75 2 2 27.48 1
"1280" 2001.5 2001.75 2 2 25.12 2
"1897" 2001.5 2001.75 2 2 0 4
"2102" 2001.5 2001.75 2 2 0 5
"2305" 2001.5 2001.75 2 2 938 6
"696" 2001.5 2001.75 3 3 1.1 1
"1403" 2001.5 2001.75 3 3 1.1 2
"1938" 2001.5 2001.75 3 3 0 4
"2143" 2001.5 2001.75 3 3 0 5
"2345" 2001.5 2001.75 3 3 57 6
"891" 2001.5 2001.75 4 4 0 1
"1526" 2001.5 2001.75 4 4 0 2
"1979" 2001.5 2001.75 4 4 0 4
"2184" 2001.5 2001.75 4 4 0 5
"2385" 2001.5 2001.75 4 4 0 6
"112" 2001.75 2002 0 0 368.28 1
"1035" 2001.75 2002 0 0 339.98 2
"307" 2001.75 2002 1 1 266.86 1
"1158" 2001.75 2002 1 1 196.16 2
"502" 2001.75 2002 2 2 439.22 1
"1281" 2001.75 2002 2 2 438.22 2
"697" 2001.75 2002 3 3 0.9 1
"1404" 2001.75 2002 3 3 0.9 2
"892" 2001.75 2002 4 4 0 1
"1527" 2001.75 2002 4 4 0 2
"113" 2002 2002.25 0 0 0 1
"1036" 2002 2002.25 0 0 0 2
"1611" 2002 2002.25 0 0 0 3
"308" 2002 2002.25 1 1 485.27 1
"1159" 2002 2002.25 1 1 485.23 2
"1652" 2002 2002.25 1 1 1784 3
"503" 2002 2002.25 2 2 148.02 1
"1282" 2002 2002.25 2 2 148.01 2
"1693" 2002 2002.25 2 2 812 3
"698" 2002 2002.25 3 3 16.7 1
"1405" 2002 2002.25 3 3 16.7 2
"1734" 2002 2002.25 3 3 864 3
"893" 2002 2002.25 4 4 0 1
"1528" 2002 2002.25 4 4 0 2
"1775" 2002 2002.25 4 4 62 3
"114" 2002.25 2002.5 0 0 0 1
"309" 2002.25 2002.5 1 1 350.78 1
"504" 2002.25 2002.5 2 2 24.25 1
"699" 2002.25 2002.5 3 3 4.9 1
"894" 2002.25 2002.5 4 4 0 1
"115" 2002.5 2002.75 0 0 339.54 1
"1037" 2002.5 2002.75 0 0 0 2
"1816" 2002.5 2002.75 0 0 4939 4
"2021" 2002.5 2002.75 0 0 2559 5
"2226" 2002.5 2002.75 0 0 0 6
"310" 2002.5 2002.75 1 1 621.47 1
"1160" 2002.5 2002.75 1 1 560.4 2
"1857" 2002.5 2002.75 1 1 1137 4
"2062" 2002.5 2002.75 1 1 1192 5
"2266" 2002.5 2002.75 1 1 0 6
"505" 2002.5 2002.75 2 2 283.87 1
"1283" 2002.5 2002.75 2 2 275.32 2
"1898" 2002.5 2002.75 2 2 0 4
"2103" 2002.5 2002.75 2 2 0 5
"2306" 2002.5 2002.75 2 2 76 6
"700" 2002.5 2002.75 3 3 23.63 1
"1406" 2002.5 2002.75 3 3 23.63 2
"1939" 2002.5 2002.75 3 3 0 4
"2144" 2002.5 2002.75 3 3 0 5
"2346" 2002.5 2002.75 3 3 52 6
"895" 2002.5 2002.75 4 4 0 1
"1529" 2002.5 2002.75 4 4 0 2
"1980" 2002.5 2002.75 4 4 0 4
"2185" 2002.5 2002.75 4 4 0 5
"2386" 2002.5 2002.75 4 4 0 6
"116" 2002.75 2003 0 0 290.23 1
"1038" 2002.75 2003 0 0 290.09 2
"311" 2002.75 2003 1 1 472.62 1
"1161" 2002.75 2003 1 1 455.71 2
"506" 2002.75 2003 2 2 346.75 1
"1284" 2002.75 2003 2 2 344.38 2
"701" 2002.75 2003 3 3 26.39 1
"1407" 2002.75 2003 3 3 26.39 2
"896" 2002.75 2003 4 4 0 1
"1530" 2002.75 2003 4 4 0 2
"117" 2003 2003.25 0 0 0 1
"1039" 2003 2003.25 0 0 0 2
"1612" 2003 2003.25 0 0 0 3
"312" 2003 2003.25 1 1 58.68 1
"1162" 2003 2003.25 1 1 58.68 2
"1653" 2003 2003.25 1 1 1241 3
"507" 2003 2003.25 2 2 76.45 1
"1285" 2003 2003.25 2 2 76.45 2
"1694" 2003 2003.25 2 2 573 3
"702" 2003 2003.25 3 3 21.84 1
"1408" 2003 2003.25 3 3 21.84 2
"1735" 2003 2003.25 3 3 94 3
"897" 2003 2003.25 4 4 0 1
"1531" 2003 2003.25 4 4 0 2
"1776" 2003 2003.25 4 4 89 3
"118" 2003.25 2003.5 0 0 0 1
"313" 2003.25 2003.5 1 1 64.42 1
"508" 2003.25 2003.5 2 2 48.62 1
"703" 2003.25 2003.5 3 3 24.75 1
"898" 2003.25 2003.5 4 4 0 1
"119" 2003.5 2003.75 0 0 7.05 1
"1040" 2003.5 2003.75 0 0 0 2
"1817" 2003.5 2003.75 0 0 323 4
"2022" 2003.5 2003.75 0 0 1767 5
"2227" 2003.5 2003.75 0 0 0 6
"314" 2003.5 2003.75 1 1 191.47 1
"1163" 2003.5 2003.75 1 1 118.44 2
"1858" 2003.5 2003.75 1 1 572 4
"2063" 2003.5 2003.75 1 1 779 5
"2267" 2003.5 2003.75 1 1 0 6
"509" 2003.5 2003.75 2 2 120.97 1
"1286" 2003.5 2003.75 2 2 105.81 2
"1899" 2003.5 2003.75 2 2 0 4
"2104" 2003.5 2003.75 2 2 0 5
"2307" 2003.5 2003.75 2 2 193 6
"704" 2003.5 2003.75 3 3 15.79 1
"1409" 2003.5 2003.75 3 3 15.79 2
"1940" 2003.5 2003.75 3 3 0 4
"2145" 2003.5 2003.75 3 3 0 5
"2347" 2003.5 2003.75 3 3 8 6
"899" 2003.5 2003.75 4 4 0.36 1
"1532" 2003.5 2003.75 4 4 0.36 2
"1981" 2003.5 2003.75 4 4 0 4
"2186" 2003.5 2003.75 4 4 0 5
"2387" 2003.5 2003.75 4 4 0 6
"120" 2003.75 2004 0 0 0.97 1
"1041" 2003.75 2004 0 0 0.7 2
"315" 2003.75 2004 1 1 54.07 1
"1164" 2003.75 2004 1 1 49.47 2
"510" 2003.75 2004 2 2 160.86 1
"1287" 2003.75 2004 2 2 159.9 2
"705" 2003.75 2004 3 3 31.89 1
"1410" 2003.75 2004 3 3 31.89 2
"900" 2003.75 2004 4 4 1.26 1
"1533" 2003.75 2004 4 4 1.26 2
"121" 2004 2004.25 0 0 0 1
"1042" 2004 2004.25 0 0 0 2
"1613" 2004 2004.25 0 0 0 3
"316" 2004 2004.25 1 1 13.26 1
"1165" 2004 2004.25 1 1 6.69 2
"1654" 2004 2004.25 1 1 903 3
"511" 2004 2004.25 2 2 55.21 1
"1288" 2004 2004.25 2 2 47.24 2
"1695" 2004 2004.25 2 2 364 3
"706" 2004 2004.25 3 3 9.01 1
"1411" 2004 2004.25 3 3 8.73 2
"1736" 2004 2004.25 3 3 37 3
"901" 2004 2004.25 4 4 0 1
"1534" 2004 2004.25 4 4 0 2
"1777" 2004 2004.25 4 4 2 3
"122" 2004.25 2004.5 0 0 0 1
"317" 2004.25 2004.5 1 1 3.54 1
"512" 2004.25 2004.5 2 2 16.04 1
"707" 2004.25 2004.5 3 3 5.6 1
"902" 2004.25 2004.5 4 4 0 1
"123" 2004.5 2004.75 0 0 14.2 1
"1043" 2004.5 2004.75 0 0 0 2
"1818" 2004.5 2004.75 0 0 278 4
"2023" 2004.5 2004.75 0 0 731 5
"2228" 2004.5 2004.75 0 0 0 6
"318" 2004.5 2004.75 1 1 50.72 1
"1166" 2004.5 2004.75 1 1 50.53 2
"1859" 2004.5 2004.75 1 1 557 4
"2064" 2004.5 2004.75 1 1 719 5
"2268" 2004.5 2004.75 1 1 0 6
"513" 2004.5 2004.75 2 2 51.09 1
"1289" 2004.5 2004.75 2 2 50.96 2
"1900" 2004.5 2004.75 2 2 0 4
"2105" 2004.5 2004.75 2 2 0 5
"2308" 2004.5 2004.75 2 2 209 6
"708" 2004.5 2004.75 3 3 6.9 1
"1412" 2004.5 2004.75 3 3 6.9 2
"1941" 2004.5 2004.75 3 3 0 4
"2146" 2004.5 2004.75 3 3 0 5
"2348" 2004.5 2004.75 3 3 14 6
"903" 2004.5 2004.75 4 4 0 1
"1535" 2004.5 2004.75 4 4 0 2
"1982" 2004.5 2004.75 4 4 0 4
"2187" 2004.5 2004.75 4 4 0 5
"2388" 2004.5 2004.75 4 4 0 6
"124" 2004.75 2005 0 0 56.96 1
"1044" 2004.75 2005 0 0 56.96 2
"319" 2004.75 2005 1 1 99.76 1
"1167" 2004.75 2005 1 1 99.58 2
"514" 2004.75 2005 2 2 77.86 1
"1290" 2004.75 2005 2 2 77.74 2
"709" 2004.75 2005 3 3 1.7 1
"1413" 2004.75 2005 3 3 1.7 2
"904" 2004.75 2005 4 4 0 1
"1536" 2004.75 2005 4 4 0 2
"125" 2005 2005.25 0 0 0 1
"1045" 2005 2005.25 0 0 0 2
"1614" 2005 2005.25 0 0 0 3
"320" 2005 2005.25 1 1 0.1 1
"1168" 2005 2005.25 1 1 0 2
"1655" 2005 2005.25 1 1 698 3
"515" 2005 2005.25 2 2 0.1 1
"1291" 2005 2005.25 2 2 0 2
"1696" 2005 2005.25 2 2 123 3
"710" 2005 2005.25 3 3 0.1 1
"1414" 2005 2005.25 3 3 0 2
"1737" 2005 2005.25 3 3 38 3
"905" 2005 2005.25 4 4 0 1
"1537" 2005 2005.25 4 4 0 2
"1778" 2005 2005.25 4 4 1 3
"126" 2005.25 2005.5 0 0 0 1
"321" 2005.25 2005.5 1 1 0.1 1
"516" 2005.25 2005.5 2 2 0.1 1
"711" 2005.25 2005.5 3 3 0.1 1
"906" 2005.25 2005.5 4 4 0 1
"127" 2005.5 2005.75 0 0 0.1 1
"1046" 2005.5 2005.75 0 0 0 2
"1819" 2005.5 2005.75 0 0 3395 4
"2024" 2005.5 2005.75 0 0 3073 5
"2229" 2005.5 2005.75 0 0 0 6
"322" 2005.5 2005.75 1 1 0.1 1
"1169" 2005.5 2005.75 1 1 0 2
"1860" 2005.5 2005.75 1 1 414 4
"2065" 2005.5 2005.75 1 1 343 5
"2269" 2005.5 2005.75 1 1 0 6
"517" 2005.5 2005.75 2 2 0.1 1
"1292" 2005.5 2005.75 2 2 0 2
"1901" 2005.5 2005.75 2 2 0 4
"2106" 2005.5 2005.75 2 2 0 5
"2309" 2005.5 2005.75 2 2 104 6
"712" 2005.5 2005.75 3 3 0.1 1
"1415" 2005.5 2005.75 3 3 0 2
"1942" 2005.5 2005.75 3 3 0 4
"2147" 2005.5 2005.75 3 3 0 5
"2349" 2005.5 2005.75 3 3 18 6
"907" 2005.5 2005.75 4 4 0 1
"1538" 2005.5 2005.75 4 4 0 2
"1983" 2005.5 2005.75 4 4 0 4
"2188" 2005.5 2005.75 4 4 0 5
"2389" 2005.5 2005.75 4 4 0 6
"128" 2005.75 2006 0 0 0.1 1
"1047" 2005.75 2006 0 0 0 2
"323" 2005.75 2006 1 1 0.1 1
"1170" 2005.75 2006 1 1 0 2
"518" 2005.75 2006 2 2 0.1 1
"1293" 2005.75 2006 2 2 0 2
"713" 2005.75 2006 3 3 0.1 1
"1416" 2005.75 2006 3 3 0 2
"908" 2005.75 2006 4 4 0 1
"1539" 2005.75 2006 4 4 0 2
"129" 2006 2006.25 0 0 0 1
"1048" 2006 2006.25 0 0 0 2
"1615" 2006 2006.25 0 0 0 3
"324" 2006 2006.25 1 1 30.1 1
"1171" 2006 2006.25 1 1 0 2
"1656" 2006 2006.25 1 1 3400 3
"519" 2006 2006.25 2 2 52 1
"1294" 2006 2006.25 2 2 0 2
"1697" 2006 2006.25 2 2 113 3
"714" 2006 2006.25 3 3 8.5 1
"1417" 2006 2006.25 3 3 0 2
"1738" 2006 2006.25 3 3 23 3
"909" 2006 2006.25 4 4 0 1
"1540" 2006 2006.25 4 4 0 2
"1779" 2006 2006.25 4 4 7 3
"130" 2006.25 2006.5 0 0 0 1
"325" 2006.25 2006.5 1 1 56.1 1
"520" 2006.25 2006.5 2 2 45.4 1
"715" 2006.25 2006.5 3 3 23.9 1
"910" 2006.25 2006.5 4 4 0 1
"131" 2006.5 2006.75 0 0 9.86 1
"1049" 2006.5 2006.75 0 0 0 2
"1820" 2006.5 2006.75 0 0 1813 4
"2025" 2006.5 2006.75 0 0 1127 5
"2230" 2006.5 2006.75 0 0 0 6
"326" 2006.5 2006.75 1 1 129.55 1
"1172" 2006.5 2006.75 1 1 128.31 2
"1861" 2006.5 2006.75 1 1 1996 4
"2066" 2006.5 2006.75 1 1 1285 5
"2270" 2006.5 2006.75 1 1 0 6
"521" 2006.5 2006.75 2 2 65.3 1
"1295" 2006.5 2006.75 2 2 64.13 2
"1902" 2006.5 2006.75 2 2 0 4
"2107" 2006.5 2006.75 2 2 0 5
"2310" 2006.5 2006.75 2 2 197 6
"716" 2006.5 2006.75 3 3 7.1 1
"1418" 2006.5 2006.75 3 3 7.1 2
"1943" 2006.5 2006.75 3 3 0 4
"2148" 2006.5 2006.75 3 3 0 5
"2350" 2006.5 2006.75 3 3 14 6
"911" 2006.5 2006.75 4 4 0 1
"1541" 2006.5 2006.75 4 4 0 2
"1984" 2006.5 2006.75 4 4 0 4
"2189" 2006.5 2006.75 4 4 0 5
"2390" 2006.5 2006.75 4 4 0 6
"132" 2006.75 2007 0 0 367.63 1
"1050" 2006.75 2007 0 0 367.63 2
"327" 2006.75 2007 1 1 1085.91 1
"1173" 2006.75 2007 1 1 1085.88 2
"522" 2006.75 2007 2 2 50.43 1
"1296" 2006.75 2007 2 2 50.39 2
"717" 2006.75 2007 3 3 0.7 1
"1419" 2006.75 2007 3 3 0.7 2
"912" 2006.75 2007 4 4 0 1
"1542" 2006.75 2007 4 4 0 2
"133" 2007 2007.25 0 0 0 1
"1051" 2007 2007.25 0 0 0 2
"1616" 2007 2007.25 0 0 0 3
"328" 2007 2007.25 1 1 19.86 1
"1174" 2007 2007.25 1 1 0 2
"1657" 2007 2007.25 1 1 1287 3
"523" 2007 2007.25 2 2 42.51 1
"1297" 2007 2007.25 2 2 0 2
"1698" 2007 2007.25 2 2 769 3
"718" 2007 2007.25 3 3 0.1 1
"1420" 2007 2007.25 3 3 0 2
"1739" 2007 2007.25 3 3 31 3
"913" 2007 2007.25 4 4 0 1
"1543" 2007 2007.25 4 4 0 2
"1780" 2007 2007.25 4 4 3 3
"134" 2007.25 2007.5 0 0 0 1
"329" 2007.25 2007.5 1 1 41.49 1
"524" 2007.25 2007.5 2 2 25.87 1
"719" 2007.25 2007.5 3 3 0.1 1
"914" 2007.25 2007.5 4 4 0 1
"135" 2007.5 2007.75 0 0 0.1 1
"1052" 2007.5 2007.75 0 0 0 2
"1821" 2007.5 2007.75 0 0 1610 4
"2026" 2007.5 2007.75 0 0 5003 5
"2231" 2007.5 2007.75 0 0 0 6
"330" 2007.5 2007.75 1 1 32.31 1
"1175" 2007.5 2007.75 1 1 0 2
"1862" 2007.5 2007.75 1 1 1181 4
"2067" 2007.5 2007.75 1 1 1023 5
"2271" 2007.5 2007.75 1 1 0 6
"525" 2007.5 2007.75 2 2 15.53 1
"1298" 2007.5 2007.75 2 2 0 2
"1903" 2007.5 2007.75 2 2 0 4
"2108" 2007.5 2007.75 2 2 0 5
"2311" 2007.5 2007.75 2 2 430 6
"720" 2007.5 2007.75 3 3 1.58 1
"1421" 2007.5 2007.75 3 3 0 2
"1944" 2007.5 2007.75 3 3 0 4
"2149" 2007.5 2007.75 3 3 0 5
"2351" 2007.5 2007.75 3 3 40 6
"915" 2007.5 2007.75 4 4 0 1
"1544" 2007.5 2007.75 4 4 0 2
"1985" 2007.5 2007.75 4 4 0 4
"2190" 2007.5 2007.75 4 4 0 5
"2391" 2007.5 2007.75 4 4 0 6
"136" 2007.75 2008 0 0 0.1 1
"1053" 2007.75 2008 0 0 0 2
"331" 2007.75 2008 1 1 10.26 1
"1176" 2007.75 2008 1 1 0 2
"526" 2007.75 2008 2 2 5.99 1
"1299" 2007.75 2008 2 2 0 2
"721" 2007.75 2008 3 3 0.6 1
"1422" 2007.75 2008 3 3 0 2
"916" 2007.75 2008 4 4 0 1
"1545" 2007.75 2008 4 4 0 2
"137" 2008 2008.25 0 0 0 1
"1054" 2008 2008.25 0 0 0 2
"1617" 2008 2008.25 0 0 0 3
"332" 2008 2008.25 1 1 5.02 1
"1177" 2008 2008.25 1 1 0 2
"1658" 2008 2008.25 1 1 2438 3
"527" 2008 2008.25 2 2 10.05 1
"1300" 2008 2008.25 2 2 0 2
"1699" 2008 2008.25 2 2 461 3
"722" 2008 2008.25 3 3 0.11 1
"1423" 2008 2008.25 3 3 0 2
"1740" 2008 2008.25 3 3 154 3
"917" 2008 2008.25 4 4 0 1
"1546" 2008 2008.25 4 4 0 2
"1781" 2008 2008.25 4 4 3 3
"138" 2008.25 2008.5 0 0 0 1
"333" 2008.25 2008.5 1 1 53.75 1
"528" 2008.25 2008.5 2 2 41.18 1
"723" 2008.25 2008.5 3 3 0.39 1
"918" 2008.25 2008.5 4 4 0 1
"139" 2008.5 2008.75 0 0 0 1
"1055" 2008.5 2008.75 0 0 0 2
"1822" 2008.5 2008.75 0 0 628 4
"2027" 2008.5 2008.75 0 0 3456 5
"2232" 2008.5 2008.75 0 0 0 6
"334" 2008.5 2008.75 1 1 165.72 1
"1178" 2008.5 2008.75 1 1 0 2
"1863" 2008.5 2008.75 1 1 1340 4
"2068" 2008.5 2008.75 1 1 1263 5
"2272" 2008.5 2008.75 1 1 0 6
"529" 2008.5 2008.75 2 2 114.9 1
"1301" 2008.5 2008.75 2 2 0 2
"1904" 2008.5 2008.75 2 2 0 4
"2109" 2008.5 2008.75 2 2 0 5
"2312" 2008.5 2008.75 2 2 267 6
"724" 2008.5 2008.75 3 3 0 1
"1424" 2008.5 2008.75 3 3 0 2
"1945" 2008.5 2008.75 3 3 0 4
"2150" 2008.5 2008.75 3 3 0 5
"2352" 2008.5 2008.75 3 3 98 6
"919" 2008.5 2008.75 4 4 0 1
"1547" 2008.5 2008.75 4 4 0 2
"1986" 2008.5 2008.75 4 4 0 4
"2191" 2008.5 2008.75 4 4 0 5
"2392" 2008.5 2008.75 4 4 0 6
"140" 2008.75 2009 0 0 1178.94 1
"1056" 2008.75 2009 0 0 0 2
"335" 2008.75 2009 1 1 438.38 1
"1179" 2008.75 2009 1 1 0 2
"530" 2008.75 2009 2 2 31.12 1
"1302" 2008.75 2009 2 2 0 2
"725" 2008.75 2009 3 3 0 1
"1425" 2008.75 2009 3 3 0 2
"920" 2008.75 2009 4 4 0 1
"1548" 2008.75 2009 4 4 0 2
"141" 2009 2009.25 0 0 0 1
"1057" 2009 2009.25 0 0 0 2
"1618" 2009 2009.25 0 0 0 3
"336" 2009 2009.25 1 1 49.58 1
"1180" 2009 2009.25 1 1 0 2
"1659" 2009 2009.25 1 1 5553 3
"531" 2009 2009.25 2 2 1.32 1
"1303" 2009 2009.25 2 2 0 2
"1700" 2009 2009.25 2 2 1582 3
"726" 2009 2009.25 3 3 0 1
"1426" 2009 2009.25 3 3 0 2
"1741" 2009 2009.25 3 3 123 3
"921" 2009 2009.25 4 4 0 1
"1549" 2009 2009.25 4 4 0 2
"1782" 2009 2009.25 4 4 70 3
"142" 2009.25 2009.5 0 0 0 1
"337" 2009.25 2009.5 1 1 35.7 1
"532" 2009.25 2009.5 2 2 46.7 1
"727" 2009.25 2009.5 3 3 5.3 1
"922" 2009.25 2009.5 4 4 0 1
"143" 2009.5 2009.75 0 0 57.9 1
"1058" 2009.5 2009.75 0 0 0 2
"1823" 2009.5 2009.75 0 0 4871 4
"2028" 2009.5 2009.75 0 0 5835 5
"2233" 2009.5 2009.75 0 0 0 6
"338" 2009.5 2009.75 1 1 620.78 1
"1181" 2009.5 2009.75 1 1 0 2
"1864" 2009.5 2009.75 1 1 3500 4
"2069" 2009.5 2009.75 1 1 1750 5
"2273" 2009.5 2009.75 1 1 0 6
"533" 2009.5 2009.75 2 2 612.82 1
"1304" 2009.5 2009.75 2 2 0 2
"1905" 2009.5 2009.75 2 2 0 4
"2110" 2009.5 2009.75 2 2 0 5
"2313" 2009.5 2009.75 2 2 358 6
"728" 2009.5 2009.75 3 3 9 1
"1427" 2009.5 2009.75 3 3 0 2
"1946" 2009.5 2009.75 3 3 0 4
"2151" 2009.5 2009.75 3 3 0 5
"2353" 2009.5 2009.75 3 3 14 6
"923" 2009.5 2009.75 4 4 0 1
"1550" 2009.5 2009.75 4 4 0 2
"1987" 2009.5 2009.75 4 4 0 4
"2192" 2009.5 2009.75 4 4 0 5
"2393" 2009.5 2009.75 4 4 0 6
"144" 2009.75 2010 0 0 11.57 1
"1059" 2009.75 2010 0 0 0 2
"339" 2009.75 2010 1 1 169.3 1
"1182" 2009.75 2010 1 1 0 2
"534" 2009.75 2010 2 2 26.62 1
"1305" 2009.75 2010 2 2 0 2
"729" 2009.75 2010 3 3 0.4 1
"1428" 2009.75 2010 3 3 0 2
"924" 2009.75 2010 4 4 0 1
"1551" 2009.75 2010 4 4 0 2
"145" 2010 2010.25 0 0 0 1
"1060" 2010 2010.25 0 0 0 2
"1619" 2010 2010.25 0 0 0 3
"340" 2010 2010.25 1 1 5.6 1
"1183" 2010 2010.25 1 1 0 2
"1660" 2010 2010.25 1 1 4954 3
"535" 2010 2010.25 2 2 1.46 1
"1306" 2010 2010.25 2 2 0 2
"1701" 2010 2010.25 2 2 1439 3
"730" 2010 2010.25 3 3 0 1
"1429" 2010 2010.25 3 3 0 2
"1742" 2010 2010.25 3 3 143 3
"925" 2010 2010.25 4 4 0 1
"1552" 2010 2010.25 4 4 0 2
"1783" 2010 2010.25 4 4 19 3
"146" 2010.25 2010.5 0 0 0 1
"341" 2010.25 2010.5 1 1 798.62 1
"536" 2010.25 2010.5 2 2 904.52 1
"731" 2010.25 2010.5 3 3 17.2 1
"926" 2010.25 2010.5 4 4 0 1
"147" 2010.5 2010.75 0 0 0 1
"1061" 2010.5 2010.75 0 0 0 2
"1824" 2010.5 2010.75 0 0 103 4
"2029" 2010.5 2010.75 0 0 1449 5
"2234" 2010.5 2010.75 0 0 0 6
"342" 2010.5 2010.75 1 1 1117.94 1
"1184" 2010.5 2010.75 1 1 0 2
"1865" 2010.5 2010.75 1 1 4257 4
"2070" 2010.5 2010.75 1 1 5101 5
"2274" 2010.5 2010.75 1 1 0 6
"537" 2010.5 2010.75 2 2 737.91 1
"1307" 2010.5 2010.75 2 2 0 2
"1906" 2010.5 2010.75 2 2 0 4
"2111" 2010.5 2010.75 2 2 0 5
"2314" 2010.5 2010.75 2 2 812 6
"732" 2010.5 2010.75 3 3 14.9 1
"1430" 2010.5 2010.75 3 3 0 2
"1947" 2010.5 2010.75 3 3 0 4
"2152" 2010.5 2010.75 3 3 0 5
"2354" 2010.5 2010.75 3 3 37 6
"927" 2010.5 2010.75 4 4 0 1
"1553" 2010.5 2010.75 4 4 0 2
"1988" 2010.5 2010.75 4 4 0 4
"2193" 2010.5 2010.75 4 4 0 5
"2394" 2010.5 2010.75 4 4 0 6
"148" 2010.75 2011 0 0 0 1
"1062" 2010.75 2011 0 0 0 2
"343" 2010.75 2011 1 1 715.96 1
"1185" 2010.75 2011 1 1 0 2
"538" 2010.75 2011 2 2 330.77 1
"1308" 2010.75 2011 2 2 0 2
"733" 2010.75 2011 3 3 0.2 1
"1431" 2010.75 2011 3 3 0 2
"928" 2010.75 2011 4 4 0 1
"1554" 2010.75 2011 4 4 0 2
"149" 2011 2011.25 0 0 0 1
"1063" 2011 2011.25 0 0 0 2
"1620" 2011 2011.25 0 0 0 3
"344" 2011 2011.25 1 1 0 1
"1186" 2011 2011.25 1 1 0 2
"1661" 2011 2011.25 1 1 545 3
"539" 2011 2011.25 2 2 0 1
"1309" 2011 2011.25 2 2 0 2
"1702" 2011 2011.25 2 2 2126 3
"734" 2011 2011.25 3 3 0 1
"1432" 2011 2011.25 3 3 0 2
"1743" 2011 2011.25 3 3 347 3
"929" 2011 2011.25 4 4 0 1
"1555" 2011 2011.25 4 4 0 2
"1784" 2011 2011.25 4 4 100 3
"150" 2011.25 2011.5 0 0 0 1
"345" 2011.25 2011.5 1 1 1.23 1
"540" 2011.25 2011.5 2 2 5.01 1
"735" 2011.25 2011.5 3 3 0.15 1
"930" 2011.25 2011.5 4 4 0 1
"151" 2011.5 2011.75 0 0 0 1
"1064" 2011.5 2011.75 0 0 0 2
"1825" 2011.5 2011.75 0 0 290 4
"2030" 2011.5 2011.75 0 0 1895 5
"2235" 2011.5 2011.75 0 0 0 6
"346" 2011.5 2011.75 1 1 43.98 1
"1187" 2011.5 2011.75 1 1 0 2
"1866" 2011.5 2011.75 1 1 555 4
"2071" 2011.5 2011.75 1 1 226 5
"2275" 2011.5 2011.75 1 1 0 6
"541" 2011.5 2011.75 2 2 69.03 1
"1310" 2011.5 2011.75 2 2 0 2
"1907" 2011.5 2011.75 2 2 0 4
"2112" 2011.5 2011.75 2 2 0 5
"2315" 2011.5 2011.75 2 2 1114 6
"736" 2011.5 2011.75 3 3 3.58 1
"1433" 2011.5 2011.75 3 3 0 2
"1948" 2011.5 2011.75 3 3 0 4
"2153" 2011.5 2011.75 3 3 0 5
"2355" 2011.5 2011.75 3 3 64 6
"931" 2011.5 2011.75 4 4 0 1
"1556" 2011.5 2011.75 4 4 0 2
"1989" 2011.5 2011.75 4 4 0 4
"2194" 2011.5 2011.75 4 4 0 5
"2395" 2011.5 2011.75 4 4 0 6
"152" 2011.75 2012 0 0 1.18 1
"1065" 2011.75 2012 0 0 0 2
"347" 2011.75 2012 1 1 22.51 1
"1188" 2011.75 2012 1 1 0 2
"542" 2011.75 2012 2 2 61.05 1
"1311" 2011.75 2012 2 2 0 2
"737" 2011.75 2012 3 3 0.02 1
"1434" 2011.75 2012 3 3 0 2
"932" 2011.75 2012 4 4 0 1
"1557" 2011.75 2012 4 4 0 2
"153" 2012 2012.25 0 0 0 1
"1066" 2012 2012.25 0 0 0 2
"1621" 2012 2012.25 0 0 0 3
"348" 2012 2012.25 1 1 0.51 1
"1189" 2012 2012.25 1 1 0 2
"1662" 2012 2012.25 1 1 1002 3
"543" 2012 2012.25 2 2 0.23 1
"1312" 2012 2012.25 2 2 0 2
"1703" 2012 2012.25 2 2 327 3
"738" 2012 2012.25 3 3 0.18 1
"1435" 2012 2012.25 3 3 0 2
"1744" 2012 2012.25 3 3 527 3
"933" 2012 2012.25 4 4 0 1
"1558" 2012 2012.25 4 4 0 2
"1785" 2012 2012.25 4 4 34 3
"154" 2012.25 2012.5 0 0 0 1
"349" 2012.25 2012.5 1 1 4.96 1
"544" 2012.25 2012.5 2 2 2.25 1
"739" 2012.25 2012.5 3 3 1.63 1
"934" 2012.25 2012.5 4 4 0 1
"155" 2012.5 2012.75 0 0 0.5 1
"1067" 2012.5 2012.75 0 0 0 2
"1826" 2012.5 2012.75 0 0 3946 4
"2031" 2012.5 2012.75 0 0 10067 5
"2236" 2012.5 2012.75 0 0 0 6
"350" 2012.5 2012.75 1 1 8.12 1
"1190" 2012.5 2012.75 1 1 0 2
"1867" 2012.5 2012.75 1 1 505 4
"2072" 2012.5 2012.75 1 1 1070 5
"2276" 2012.5 2012.75 1 1 0 6
"545" 2012.5 2012.75 2 2 3.96 1
"1313" 2012.5 2012.75 2 2 0 2
"1908" 2012.5 2012.75 2 2 0 4
"2113" 2012.5 2012.75 2 2 0 5
"2316" 2012.5 2012.75 2 2 217 6
